Year Month Day Hour Minutes in YYYY,MM,DD,HH24,MI format in Local time,Wind speed in m/s,Wind direction in degrees true,Speed of maximum windgust in last 10 minutes in  m/s
2016,6,28,16,0,17,200,24
2016,6,28,16,30,13,200,17
2016,6,28,17,0,9,210,11
2016,6,28,17,30,8,220,11
2016,6,28,18,0,13,240,15
2016,6,28,18,30,9,250,11
2016,6,28,19,0,9,250,13
2016,6,28,19,30,13,250,17
2016,6,28,20,0,13,240,17
2016,6,28,20,30,13,250,17
2016,6,28,21,0,11,230,13
2016,6,28,21,30,2,240,5
2016,6,28,22,0,0,0,0
2016,6,28,22,30,2,40,8
2016,6,28,23,0,5,30,9
2016,6,28,23,30,0,0,0
2016,6,29,0,0,0,0,0
2016,6,29,0,30,0,0,0
2016,6,29,1,0,0,0,0
2016,6,29,1,30,0,0,0
2016,6,29,2,0,2,360,5
2016,6,29,2,30,0,0,0
2016,6,29,3,0,2,110,5
2016,6,29,3,30,0,0,0
2016,6,29,4,0,0,0,0
2016,6,29,4,30,0,0,0
2016,6,29,5,0,0,0,0
2016,6,29,5,30,4,20,5
2016,6,29,6,0,2,10,5
2016,6,29,6,30,0,0,0
2016,6,29,7,0,0,0,0
2016,6,29,7,30,2,310,5
2016,6,29,8,0,0,0,0
2016,6,29,8,30,0,0,0
2016,6,29,9,0,5,10,8
2016,6,29,9,30,5,40,8
2016,6,29,10,0,4,90,8
2016,6,29,10,30,5,110,8
2016,6,29,11,0,5,40,8
2016,6,29,11,30,4,350,9
2016,6,29,12,0,5,50,9
2016,6,29,12,30,5,100,9
2016,6,29,13,0,5,80,9
2016,6,29,13,30,8,90,9
2016,6,29,14,0,2,120,5
2016,6,29,14,30,5,60,11
2016,6,29,15,0,9,60,13
2016,6,29,15,30,9,50,13
2016,6,29,16,0,9,40,11
2016,6,29,16,30,8,40,9
2016,6,29,17,0,8,50,8
2016,6,29,17,30,4,30,8
2016,6,29,18,0,0,0,0
2016,6,29,18,30,0,0,0
2016,6,29,19,0,0,0,0
2016,6,29,19,30,0,0,0
2016,6,29,20,0,0,0,0
2016,6,29,20,30,0,0,0
2016,6,29,21,0,0,0,0
2016,6,29,21,30,0,0,0
2016,6,29,22,0,0,0,0
2016,6,29,22,30,0,0,0
2016,6,29,23,0,0,0,0
2016,6,29,23,30,0,0,0
2016,6,30,0,0,0,0,0
2016,6,30,0,30,0,0,0
2016,6,30,1,0,0,0,0
2016,6,30,1,30,0,0,0
2016,6,30,2,0,0,0,0
2016,6,30,2,30,0,0,0
2016,6,30,3,0,0,0,0
2016,6,30,3,30,5,250,8
2016,6,30,4,0,0,0,0
2016,6,30,4,30,0,0,0
2016,6,30,5,0,0,0,0
2016,6,30,5,30,0,0,0
2016,6,30,6,0,0,0,0
2016,6,30,6,30,0,0,0
2016,6,30,7,0,0,0,0
2016,6,30,7,30,0,0,0
2016,6,30,8,0,0,0,0
2016,6,30,8,30,0,0,0
2016,6,30,9,0,0,0,0
2016,6,30,9,30,0,0,4
2016,6,30,10,0,4,340,5
2016,6,30,10,30,2,360,5
2016,6,30,11,0,2,320,5
2016,6,30,11,30,2,210,8
2016,6,30,12,0,2,340,8
2016,6,30,12,30,18,10,28
2016,6,30,13,0,24,10,31
2016,6,30,13,30,22,10,30
2016,6,30,14,0,17,10,24
2016,6,30,14,30,17,10,24
2016,6,30,15,0,18,10,28
2016,6,30,15,30,15,10,21
2016,6,30,16,0,9,340,13
2016,6,30,16,30,8,270,9
2016,6,30,17,0,11,360,17
2016,6,30,17,30,17,350,24
2016,6,30,18,0,17,360,24
2016,6,30,18,30,13,360,21
2016,6,30,19,0,11,360,15
2016,6,30,19,30,13,360,17
2016,6,30,20,0,15,340,18
2016,6,30,20,30,8,190,9
2016,6,30,21,0,5,30,8
2016,6,30,21,30,0,0,0
2016,6,30,22,0,5,310,9
2016,6,30,22,30,8,60,11
2016,6,30,23,0,21,330,28
2016,6,30,23,30,21,350,28
2016,7,1,0,0,18,360,24
2016,7,1,0,30,17,30,22
2016,7,1,1,0,17,10,24
2016,7,1,1,30,18,10,24
2016,7,1,2,0,15,10,21
2016,7,1,2,30,15,10,21
2016,7,1,3,0,11,340,13
2016,7,1,3,30,15,280,21
2016,7,1,4,0,13,180,17
2016,7,1,4,30,11,250,18
2016,7,1,5,0,15,330,22
2016,7,1,5,30,11,330,15
2016,7,1,6,0,18,310,31
2016,7,1,6,30,8,290,11
2016,7,1,7,0,8,340,11
2016,7,1,7,30,8,50,9
2016,7,1,8,0,8,290,13
2016,7,1,8,30,9,310,17
2016,7,1,9,0,9,340,13
2016,7,1,9,30,17,280,24
2016,7,1,10,0,17,280,24
2016,7,1,10,30,21,300,31
2016,7,1,11,0,22,280,31
2016,7,1,11,30,22,260,33
2016,7,1,12,0,26,250,37
2016,7,1,12,30,24,240,37
2016,7,1,13,0,24,240,37
2016,7,1,13,30,24,230,37
2016,7,1,14,0,18,230,28
2016,7,1,14,30,18,250,26
2016,7,1,15,0,18,250,26
2016,7,1,15,30,18,200,26
2016,7,1,16,0,15,230,21
2016,7,1,16,30,11,230,15
2016,7,1,17,0,11,280,17
2016,7,1,17,30,17,280,21
2016,7,1,18,0,15,260,21
2016,7,1,18,30,15,260,18
2016,7,1,19,0,13,260,17
2016,7,1,19,30,8,220,13
2016,7,1,20,0,5,220,11
2016,7,1,20,30,2,360,5
2016,7,1,21,0,2,30,8
2016,7,1,21,30,2,200,9
2016,7,1,22,0,8,20,8
2016,7,1,22,30,0,0,0
2016,7,1,23,0,0,0,0
2016,7,1,23,30,5,70,9
2016,7,2,0,0,2,100,11
2016,7,2,0,30,0,0,0
2016,7,2,1,0,2,80,9
2016,7,2,1,30,0,0,0
2016,7,2,2,0,0,0,0
2016,7,2,2,30,0,0,0
2016,7,2,3,0,0,0,0
2016,7,2,3,30,0,0,0
2016,7,2,4,0,0,0,0
2016,7,2,4,30,0,0,0
2016,7,2,5,0,0,0,0
2016,7,2,5,30,0,0,0
2016,7,2,6,0,0,0,0
2016,7,2,6,30,0,0,0
2016,7,2,7,0,0,0,0
2016,7,2,7,30,0,0,0
2016,7,2,8,0,4,320,5
2016,7,2,8,30,0,0,0
2016,7,2,9,0,4,40,5
2016,7,2,9,30,4,70,8
2016,7,2,10,0,5,30,8
2016,7,2,10,30,5,90,9
2016,7,2,11,0,5,80,8
2016,7,2,11,30,4,80,8
2016,7,2,12,0,5,70,9
2016,7,2,12,30,8,320,9
2016,7,2,13,0,11,210,21
2016,7,2,13,30,13,180,17
2016,7,2,14,0,13,220,24
2016,7,2,14,30,11,200,15
2016,7,2,15,0,13,160,17
2016,7,2,15,30,11,140,13
2016,7,2,16,0,8,130,11
2016,7,2,16,30,5,170,8
2016,7,2,17,0,0,0,2
2016,7,2,17,30,5,310,9
2016,7,2,18,0,8,210,11
2016,7,2,18,30,8,240,11
2016,7,2,19,0,11,230,15
2016,7,2,19,30,8,250,9
2016,7,2,20,0,5,160,8
2016,7,2,20,30,0,0,0
2016,7,2,21,0,4,360,8
2016,7,2,21,30,5,20,5
2016,7,2,22,0,0,0,0
2016,7,2,22,30,0,0,0
2016,7,2,23,0,0,0,0
2016,7,2,23,30,0,0,0
2016,7,3,0,0,0,0,0
2016,7,3,0,30,0,0,0
2016,7,3,1,0,0,0,0
2016,7,3,1,30,0,0,0
2016,7,3,2,0,0,0,0
2016,7,3,2,30,0,0,0
2016,7,3,3,0,0,0,0
2016,7,3,3,30,0,0,0
2016,7,3,4,0,0,0,0
2016,7,3,4,30,0,0,0
2016,7,3,5,0,0,0,0
2016,7,3,5,30,0,0,0
2016,7,3,6,0,0,0,0
2016,7,3,6,30,0,0,0
2016,7,3,7,0,0,0,0
2016,7,3,7,30,2,70,8
2016,7,3,8,0,0,0,0
2016,7,3,8,30,0,0,0
2016,7,3,9,0,2,10,5
2016,7,3,9,30,0,0,0
2016,7,3,10,0,2,100,5
2016,7,3,10,30,4,110,8
2016,7,3,11,0,4,70,8
2016,7,3,11,30,5,200,9
2016,7,3,12,0,5,10,11
2016,7,3,12,30,9,90,15
2016,7,3,13,0,5,90,11
2016,7,3,13,30,9,40,13
2016,7,3,14,0,4,20,13
2016,7,3,14,30,8,80,13
2016,7,3,15,0,8,100,13
2016,7,3,15,30,9,80,13
2016,7,3,16,0,5,70,8
2016,7,3,16,30,9,110,11
2016,7,3,17,0,5,100,8
2016,7,3,17,30,0,0,2
2016,7,3,18,0,0,0,0
2016,7,3,18,30,0,0,0
2016,7,3,19,0,0,0,0
2016,7,3,19,30,0,0,0
2016,7,3,20,0,0,0,0
2016,7,3,20,30,0,0,0
2016,7,3,21,0,0,0,0
2016,7,3,21,30,0,0,2
2016,7,3,22,0,0,0,2
2016,7,3,22,30,0,0,0
2016,7,3,23,0,4,320,8
2016,7,3,23,30,0,0,5
2016,7,4,0,0,0,0,0
2016,7,4,0,30,0,0,0
2016,7,4,1,0,0,0,0
2016,7,4,1,30,0,0,0
2016,7,4,2,0,0,0,0
2016,7,4,2,30,0,0,0
2016,7,4,3,0,0,0,0
2016,7,4,3,30,0,0,0
2016,7,4,4,0,0,0,0
2016,7,4,4,30,0,0,0
2016,7,4,5,0,5,360,8
2016,7,4,5,30,0,0,0
2016,7,4,6,0,0,0,0
2016,7,4,6,30,0,0,0
2016,7,4,7,0,0,0,0
2016,7,4,7,30,2,270,5
2016,7,4,8,0,0,0,0
2016,7,4,8,30,0,0,0
2016,7,4,9,0,5,110,8
2016,7,4,9,30,5,30,8
2016,7,4,10,0,0,0,0
2016,7,4,10,30,2,290,8
2016,7,4,11,0,5,190,9
2016,7,4,11,30,5,160,9
2016,7,4,12,0,5,130,9
2016,7,4,12,30,5,90,8
2016,7,4,13,0,2,10,5
2016,7,4,13,30,5,150,9
2016,7,4,14,0,5,80,9
2016,7,4,14,30,0,0,8
2016,7,4,15,0,0,0,0
2016,7,4,15,30,0,0,0
2016,7,4,16,0,4,320,8
2016,7,4,16,30,9,220,9
2016,7,4,17,0,9,230,13
2016,7,4,17,30,8,260,8
2016,7,4,18,0,5,240,8
2016,7,4,18,30,0,0,0
2016,7,4,19,0,0,0,0
2016,7,4,19,30,5,350,8
2016,7,4,20,0,0,0,0
2016,7,4,20,30,0,0,0
2016,7,4,21,0,0,0,0
2016,7,4,21,30,0,0,0
2016,7,4,22,0,5,220,8
2016,7,4,22,30,0,0,0
2016,7,4,23,0,0,0,0
2016,7,4,23,30,2,10,5
2016,7,5,0,0,0,0,2
2016,7,5,0,30,0,0,0
2016,7,5,1,0,0,0,0
2016,7,5,1,30,0,0,0
2016,7,5,2,0,0,0,0
2016,7,5,2,30,11,350,13
2016,7,5,3,0,8,190,9
2016,7,5,3,30,8,50,11
2016,7,5,4,0,0,0,0
2016,7,5,4,30,9,250,11
2016,7,5,5,0,9,210,11
2016,7,5,5,30,8,210,11
2016,7,5,6,0,2,150,8
2016,7,5,6,30,4,350,8
2016,7,5,7,0,0,0,0
2016,7,5,7,30,9,10,11
2016,7,5,8,0,8,330,9
2016,7,5,8,30,0,0,5
2016,7,5,9,0,9,30,11
2016,7,5,9,30,8,20,9
2016,7,5,10,0,2,110,8
2016,7,5,10,30,0,0,8
2016,7,5,11,0,9,30,13
2016,7,5,11,30,5,360,9
2016,7,5,12,0,8,340,9
2016,7,5,12,30,5,80,13
2016,7,5,13,0,9,90,11
2016,7,5,13,30,13,50,17
2016,7,5,14,0,11,320,17
2016,7,5,14,30,9,320,17
2016,7,5,15,0,24,340,31
2016,7,5,15,30,18,320,31
2016,7,5,16,0,18,320,31
2016,7,5,16,30,15,330,22
2016,7,5,17,0,17,300,28
2016,7,5,17,30,17,300,28
2016,7,5,18,0,13,320,22
2016,7,5,18,30,15,300,21
2016,7,5,19,0,17,280,26
2016,7,5,19,30,17,310,24
2016,7,5,20,0,15,300,21
2016,7,5,20,30,9,320,11
2016,7,5,21,0,9,10,15
2016,7,5,21,30,11,360,15
2016,7,5,22,0,13,360,17
2016,7,5,22,30,13,360,17
2016,7,5,23,0,9,360,13
2016,7,5,23,30,13,10,17
2016,7,6,0,0,11,360,15
2016,7,6,0,30,9,350,13
2016,7,6,1,0,9,320,11
2016,7,6,1,30,13,330,17
2016,7,6,2,0,13,350,18
2016,7,6,2,30,13,350,18
2016,7,6,3,0,17,340,24
2016,7,6,3,30,9,360,17
2016,7,6,4,0,15,10,21
2016,7,6,4,30,11,360,17
2016,7,6,5,0,15,320,18
2016,7,6,5,30,21,330,26
2016,7,6,6,0,21,330,26
2016,7,6,6,30,15,340,21
2016,7,6,7,0,13,330,18
2016,7,6,7,30,17,320,28
2016,7,6,8,0,13,330,17
2016,7,6,8,30,15,290,22
2016,7,6,9,0,11,300,18
2016,7,6,9,30,21,300,30
2016,7,6,10,0,30,280,50
2016,7,6,10,30,22,280,31
2016,7,6,11,0,33,270,46
2016,7,6,11,30,30,280,39
2016,7,6,12,0,26,270,35
2016,7,6,12,30,28,260,41
2016,7,6,13,0,24,290,33
2016,7,6,13,30,24,270,31
2016,7,6,14,0,28,260,41
2016,7,6,14,30,22,270,41
2016,7,6,15,0,22,280,30
2016,7,6,15,30,21,270,28
2016,7,6,16,0,13,270,24
2016,7,6,16,30,22,270,31
2016,7,6,17,0,18,250,28
2016,7,6,17,30,13,250,21
2016,7,6,18,0,8,290,11
2016,7,6,18,30,9,310,13
2016,7,6,19,0,8,260,9
2016,7,6,19,30,5,160,9
2016,7,6,20,0,5,200,8
2016,7,6,20,30,15,230,24
2016,7,6,21,0,24,240,37
2016,7,6,21,30,30,220,44
2016,7,6,22,0,21,230,33
2016,7,6,22,30,22,230,35
2016,7,6,23,0,22,230,31
2016,7,6,23,30,18,230,24
2016,7,7,0,0,22,220,35
2016,7,7,0,30,22,210,37
2016,7,7,1,0,24,210,31
2016,7,7,1,30,26,210,39
2016,7,7,2,0,26,220,41
2016,7,7,2,30,21,210,31
2016,7,7,3,0,26,210,39
2016,7,7,3,30,28,210,44
2016,7,7,4,0,22,220,35
2016,7,7,4,30,18,220,28
2016,7,7,5,0,17,220,33
2016,7,7,5,30,17,210,28
2016,7,7,6,0,21,220,28
2016,7,7,6,30,21,210,28
2016,7,7,7,0,21,210,31
2016,7,7,7,30,26,210,33
2016,7,7,8,0,21,220,31
2016,7,7,8,30,18,210,28
2016,7,7,9,0,17,210,28
2016,7,7,9,30,22,200,31
2016,7,7,10,0,21,210,28
2016,7,7,10,30,24,200,39
2016,7,7,11,0,24,190,35
2016,7,7,11,30,21,190,28
2016,7,7,12,0,21,180,33
2016,7,7,12,30,24,210,35
2016,7,7,13,0,17,200,30
2016,7,7,13,30,24,230,33
2016,7,7,14,0,21,200,31
2016,7,7,14,30,18,210,31
2016,7,7,15,0,21,180,30
2016,7,7,15,30,17,190,24
